Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,binaryClass
12,1118.0,3734.0,411.0,944.0,153.0,31.0,86.0,459.0,219.0,277.0,0.253,0.296,0.379,0.991,First_base,P
10,973.0,2806.0,249.0,642.0,86.0,12.0,15.0,226.0,234.0,421.0,0.229,0.29,0.284,0.962,Shortstop,P
12,1288.0,4367.0,508.0,1142.0,147.0,46.0,53.0,501.0,566.0,406.0,0.262,0.349,0.353,0.973,Second_base,P
14,1042.0,3053.0,383.0,722.0,95.0,17.0,44.0,228.0,215.0,313.0,0.236,0.288,0.322,0.962,Second_base,P
16,1982.0,7359.0,1004.0,2100.0,240.0,105.0,17.0,617.0,685.0,197.0,0.285,0.353,0.353,0.953,Outfield,P
11,989.0,2448.0,290.0,623.0,71.0,24.0,11.0,184.0,133.0,176.0,0.254,0.295,0.317,0.974,Second_base,P
12,1480.0,5791.0,699.0,1617.0,229.0,38.0,22.0,403.0,318.0,242.0,0.279,0.324,0.343,0.98,Second_base,P
16,1820.0,6212.0,946.0,1936.0,389.0,96.0,116.0,990.0,383.0,340.0,0.312,0.359,0.461,0.971,Outfield,P
14,1510.0,5337.0,539.0,1270.0,263.0,28.0,97.0,640.0,351.0,465.0,0.238,0.29,0.352,0.972,Shortstop,P
13,1317.0,5167.0,839.0,1380.0,192.0,57.0,33.0,518.0,467.0,129.0,0.267,0.333,0.345,0.918,Catcher,P
12,1589.0,5805.0,711.0,1526.0,232.0,108.0,32.0,715.0,391.0,454.0,0.263,0.314,0.357,0.988,First_base,P
13,927.0,2836.0,229.0,695.0,97.0,33.0,5.0,231.0,104.0,301.0,0.245,0.275,0.308,0.973,Catcher,P
10,540.0,1364.0,166.0,325.0,68.0,10.0,24.0,159.0,160.0,265.0,0.238,0.325,0.356,0.972,Outfield,P
15,1482.0,3887.0,552.0,1046.0,161.0,35.0,28.0,369.0,454.0,583.0,0.269,0.348,0.35,0.986,Outfield,P
10,772.0,2964.0,440.0,848.0,189.0,50.0,49.0,363.0,210.0,133.0,0.286,0.341,0.433,0.93,Catcher,P
12,1215.0,3436.0,455.0,855.0,140.0,16.0,131.0,498.0,504.0,473.0,0.249,0.347,0.413,0.991,First_base,P
13,1400.0,4026.0,530.0,1003.0,176.0,16.0,200.0,643.0,606.0,668.0,0.249,0.351,0.45,0.99,First_base,P
17,1835.0,6579.0,1136.0,1963.0,336.0,83.0,186.0,1023.0,814.0,584.0,0.298,0.391,0.459,0.974,Outfield,P
11,1127.0,3984.0,555.0,1244.0,169.0,61.0,41.0,403.0,346.0,119.0,0.312,0.368,0.416,0.985,Outfield,P
11,887.0,2645.0,251.0,623.0,93.0,7.0,76.0,301.0,222.0,607.0,0.236,0.298,0.362,0.987,Catcher,P
15,1884.0,6443.0,1118.0,2011.0,367.0,83.0,359.0,1337.0,856.0,524.0,0.312,0.397,0.562,0.992,First_base,N
19,1986.0,6136.0,950.0,1619.0,248.0,64.0,241.0,775.0,924.0,1513.0,0.264,0.362,0.443,0.979,Outfield,P
16,1720.0,6215.0,798.0,1623.0,302.0,36.0,176.0,729.0,600.0,866.0,0.261,0.33,0.406,0.968,Third_base,P
14,1632.0,5843.0,645.0,1604.0,279.0,25.0,139.0,802.0,465.0,751.0,0.275,0.331,0.402,0.992,First_base,P
10,387.0,1185.0,125.0,306.0,50.0,8.0,23.0,156.0,64.0,268.0,0.258,0.3,0.372,0.983,Catcher,P
12,1457.0,4843.0,737.0,1399.0,212.0,60.0,142.0,661.0,644.0,591.0,0.289,0.374,0.445,0.978,Outfield,P
15,1334.0,4033.0,456.0,1052.0,187.0,43.0,36.0,408.0,346.0,470.0,0.261,0.321,0.355,0.98,Catcher,P
14,1042.0,3543.0,497.0,958.0,179.0,53.0,58.0,436.0,317.0,401.0,0.27,0.333,0.4,0.975,Outfield,P
10,748.0,2474.0,360.0,706.0,108.0,26.0,13.0,257.0,272.0,121.0,0.285,0.359,0.366,0.956,Second_base,P
10,846.0,3013.0,439.0,926.0,155.0,26.0,73.0,452.0,195.0,176.0,0.307,0.352,0.449,0.97,Outfield,P
12,1335.0,5427.0,809.0,1615.0,258.0,53.0,79.0,513.0,348.0,247.0,0.298,0.344,0.408,0.975,Outfield,P
10,749.0,2253.0,258.0,627.0,110.0,17.0,27.0,308.0,158.0,85.0,0.278,0.326,0.378,0.969,Outfield,P
11,1298.0,4700.0,719.0,1318.0,263.0,28.0,80.0,513.0,406.0,368.0,0.28,0.34,0.399,0.985,Outfield,P
12,733.0,1305.0,126.0,375.0,68.0,6.0,26.0,207.0,89.0,182.0,0.287,0.336,0.408,0.981,Designated_hitter,P
15,1441.0,4528.0,516.0,1173.0,199.0,36.0,95.0,570.0,366.0,567.0,0.259,0.316,0.382,0.983,Outfield,P
14,818.0,2634.0,198.0,618.0,102.0,24.0,18.0,262.0,142.0,36.0,0.235,0.283,0.312,0.976,Catcher,P
12,1306.0,4581.0,511.0,1279.0,214.0,14.0,121.0,674.0,405.0,515.0,0.279,0.339,0.411,0.979,Outfield,P
12,1382.0,4992.0,699.0,1257.0,171.0,87.0,37.0,386.0,387.0,885.0,0.252,0.308,0.343,0.982,Outfield,P
22,2649.0,9277.0,1650.0,2517.0,449.0,96.0,268.0,1133.0,1865.0,1015.0,0.271,0.395,0.427,0.981,Second_base,N
13,1076.0,3671.0,372.0,920.0,147.0,32.0,5.0,376.0,234.0,59.0,0.251,0.303,0.312,0.931,Third_base,P
15,1265.0,4912.0,821.0,1275.0,239.0,80.0,43.0,643.0,358.0,656.0,0.26,0.31,0.367,0.971,First_base,P
12,1089.0,3375.0,371.0,876.0,170.0,16.0,112.0,435.0,213.0,521.0,0.26,0.308,0.419,0.949,Third_base,P
12,1588.0,5815.0,869.0,1494.0,273.0,66.0,169.0,737.0,616.0,1135.0,0.257,0.334,0.414,0.984,Outfield,P
11,769.0,1723.0,247.0,438.0,69.0,17.0,11.0,145.0,143.0,226.0,0.254,0.315,0.333,0.99,Outfield,P
17,2012.0,7356.0,1124.0,2138.0,435.0,110.0,89.0,679.0,821.0,457.0,0.291,0.364,0.416,0.973,Outfield,P
13,824.0,2234.0,210.0,552.0,75.0,4.0,63.0,276.0,282.0,316.0,0.247,0.333,0.369,0.978,Catcher,P
10,972.0,3507.0,618.0,1054.0,209.0,82.0,23.0,376.0,415.0,336.0,0.301,0.386,0.427,0.971,Outfield,P
20,1536.0,3779.0,496.0,1149.0,125.0,52.0,31.0,438.0,289.0,320.0,0.304,0.358,0.389,0.979,Outfield,P
13,1276.0,4291.0,485.0,1099.0,183.0,54.0,7.0,461.0,469.0,297.0,0.256,0.334,0.329,0.944,Third_base,P
11,693.0,2118.0,296.0,597.0,87.0,37.0,22.0,272.0,168.0,147.0,0.282,0.342,0.389,0.96,Outfield,P
12,1245.0,4364.0,499.0,1292.0,139.0,37.0,65.0,520.0,167.0,146.0,0.296,0.324,0.39,0.982,Outfield,P
14,985.0,2911.0,281.0,733.0,123.0,23.0,56.0,373.0,250.0,322.0,0.252,0.314,0.368,0.988,Catcher,P
10,864.0,2493.0,381.0,676.0,106.0,43.0,87.0,385.0,330.0,312.0,0.271,0.358,0.453,0.97,Outfield,P
16,1325.0,3569.0,445.0,972.0,226.0,17.0,73.0,435.0,460.0,555.0,0.272,0.357,0.407,0.961,Third_base,P
12,987.0,4063.0,598.0,1059.0,157.0,70.0,29.0,532.0,134.0,257.0,0.261,0.287,0.355,0.871,Third_base,P
15,1585.0,4993.0,660.0,1442.0,217.0,55.0,70.0,575.0,478.0,688.0,0.289,0.351,0.396,0.981,Outfield,P
11,1423.0,5344.0,696.0,1558.0,229.0,32.0,113.0,701.0,438.0,571.0,0.292,0.35,0.41,0.982,Catcher,P
17,1908.0,6730.0,972.0,1862.0,285.0,45.0,252.0,1043.0,862.0,841.0,0.277,0.361,0.445,0.981,Outfield,P
16,1496.0,5399.0,705.0,1563.0,289.0,102.0,44.0,702.0,335.0,24.0,0.289,0.336,0.405,0.953,Second_base,P
12,1360.0,4347.0,648.0,1069.0,139.0,20.0,166.0,609.0,747.0,953.0,0.246,0.359,0.402,0.987,Outfield,P
11,566.0,1967.0,247.0,443.0,56.0,12.0,10.0,227.0,157.0,237.0,0.225,0.287,0.281,0.936,Catcher,P
16,2444.0,9124.0,1343.0,2646.0,462.0,32.0,414.0,1562.0,1147.0,1224.0,0.29,0.37,0.484,0.993,First_base,P
11,1264.0,4334.0,555.0,1170.0,168.0,96.0,37.0,579.0,299.0,194.0,0.27,0.323,0.379,0.95,Outfield,P
10,564.0,1306.0,126.0,308.0,41.0,15.0,33.0,123.0,44.0,342.0,0.236,0.266,0.366,0.965,Outfield,P
22,3026.0,10972.0,1949.0,3630.0,725.0,177.0,475.0,1951.0,1599.0,696.0,0.331,0.418,0.559,0.984,Outfield,N
16,1004.0,2678.0,346.0,722.0,137.0,37.0,38.0,387.0,248.0,195.0,0.27,0.334,0.391,0.974,Catcher,P
17,1923.0,7038.0,1174.0,2131.0,353.0,130.0,38.0,850.0,965.0,428.0,0.303,0.389,0.406,0.974,Second_base,P
14,1310.0,4910.0,555.0,1380.0,179.0,100.0,32.0,559.0,195.0,358.0,0.281,0.312,0.378,0.972,Outfield,P
10,424.0,985.0,83.0,262.0,27.0,11.0,6.0,87.0,76.0,62.0,0.266,0.323,0.334,0.991,Catcher,P
15,1549.0,5849.0,1072.0,1606.0,266.0,87.0,60.0,977.0,803.0,383.0,0.275,0.366,0.381,0.897,Third_base,P
11,523.0,1491.0,113.0,311.0,50.0,10.0,8.0,117.0,109.0,49.0,0.209,0.274,0.272,0.962,Catcher,P
10,813.0,2578.0,340.0,630.0,77.0,19.0,20.0,211.0,220.0,392.0,0.244,0.307,0.312,0.976,Second_base,P
22,2700.0,8986.0,1193.0,2225.0,328.0,28.0,390.0,1314.0,1088.0,1209.0,0.248,0.332,0.421,0.961,Third_base,P
12,1128.0,3716.0,381.0,910.0,164.0,15.0,9.0,292.0,246.0,194.0,0.245,0.293,0.304,0.959,Shortstop,P
16,1677.0,5546.0,837.0,1484.0,272.0,60.0,235.0,948.0,800.0,828.0,0.268,0.365,0.465,0.979,Outfield,P
10,888.0,3465.0,631.0,813.0,91.0,29.0,5.0,135.0,337.0,88.0,0.235,0.307,0.282,0.912,Outfield,P
12,1113.0,3452.0,455.0,1018.0,180.0,32.0,125.0,544.0,435.0,512.0,0.295,0.375,0.474,0.975,Outfield,P
12,906.0,2504.0,215.0,670.0,115.0,19.0,27.0,266.0,154.0,279.0,0.268,0.313,0.361,0.988,Catcher,P
11,621.0,1454.0,156.0,382.0,66.0,10.0,27.0,178.0,164.0,183.0,0.263,0.34,0.378,0.984,Catcher,P
11,1093.0,3119.0,443.0,857.0,157.0,35.0,65.0,453.0,335.0,350.0,0.275,0.349,0.41,0.984,Outfield,P
11,1169.0,3900.0,640.0,1016.0,120.0,31.0,20.0,230.0,627.0,665.0,0.261,0.366,0.323,0.981,Outfield,P
12,1084.0,3172.0,385.0,874.0,172.0,28.0,108.0,513.0,361.0,297.0,0.276,0.352,0.45,0.972,Outfield,P
12,1392.0,4692.0,603.0,1254.0,218.0,42.0,153.0,610.0,449.0,635.0,0.267,0.335,0.429,0.981,Outfield,P
12,716.0,1990.0,194.0,533.0,75.0,30.0,2.0,216.0,176.0,150.0,0.268,0.332,0.339,0.972,Catcher,P
11,593.0,1637.0,146.0,410.0,56.0,2.0,14.0,126.0,141.0,149.0,0.25,0.311,0.313,0.987,Catcher,P
16,1602.0,4874.0,558.0,1354.0,237.0,44.0,29.0,446.0,546.0,356.0,0.278,0.353,0.362,0.965,Third_base,P
10,1143.0,4035.0,527.0,1049.0,181.0,35.0,39.0,320.0,431.0,396.0,0.26,0.335,0.351,0.98,Second_base,P
21,1451.0,5380.0,713.0,1417.0,201.0,66.0,19.0,671.0,301.0,152.0,0.263,0.307,0.336,0.917,Catcher,P
12,832.0,2195.0,262.0,560.0,101.0,20.0,40.0,323.0,273.0,251.0,0.255,0.338,0.374,0.983,Catcher,P
11,970.0,3264.0,624.0,1140.0,175.0,41.0,113.0,542.0,333.0,122.0,0.349,0.413,0.532,0.964,Outfield,P
13,1276.0,4214.0,458.0,1118.0,190.0,33.0,42.0,344.0,369.0,681.0,0.265,0.325,0.356,0.98,Second_base,P
21,1492.0,4101.0,517.0,1120.0,201.0,58.0,51.0,549.0,547.0,408.0,0.273,0.36,0.388,0.976,Catcher,P
11,899.0,2413.0,259.0,626.0,101.0,11.0,32.0,242.0,189.0,311.0,0.259,0.317,0.35,0.985,Outfield,P
16,1754.0,5913.0,784.0,1615.0,277.0,33.0,235.0,901.0,560.0,852.0,0.273,0.34,0.45,0.978,Outfield,P
13,1239.0,4690.0,616.0,1268.0,205.0,76.0,27.0,471.0,206.0,125.0,0.27,0.307,0.364,0.966,Outfield,P
11,955.0,3232.0,317.0,731.0,104.0,18.0,3.0,213.0,164.0,34.0,0.226,0.27,0.272,0.935,Shortstop,P
15,1676.0,6301.0,870.0,1917.0,329.0,48.0,220.0,947.0,448.0,645.0,0.304,0.356,0.476,0.975,Outfield,P
18,2368.0,9049.0,1189.0,2743.0,529.0,77.0,219.0,1326.0,535.0,756.0,0.303,0.348,0.451,0.98,Outfield,P
10,786.0,2216.0,268.0,546.0,111.0,5.0,93.0,320.0,215.0,420.0,0.246,0.317,0.427,0.985,Catcher,P
14,1574.0,6111.0,730.0,1575.0,191.0,69.0,13.0,446.0,285.0,222.0,0.258,0.295,0.318,0.932,Shortstop,P
10,1054.0,4255.0,880.0,1386.0,222.0,92.0,52.0,435.0,421.0,146.0,0.326,0.392,0.458,0.917,Outfield,P
17,1590.0,4795.0,448.0,1259.0,248.0,34.0,13.0,537.0,592.0,383.0,0.263,0.349,0.337,0.972,Catcher,P
14,1131.0,4069.0,547.0,1032.0,196.0,42.0,15.0,430.0,314.0,377.0,0.254,0.315,0.333,0.949,Third_base,P
19,1774.0,7435.0,1446.0,2304.0,414.0,132.0,50.0,1010.0,481.0,348.0,0.31,0.355,0.42,0.898,Outfield,N
16,1755.0,5829.0,733.0,1619.0,267.0,63.0,130.0,745.0,500.0,715.0,0.278,0.338,0.412,0.974,Second_base,P
17,1998.0,7299.0,1092.0,2020.0,374.0,66.0,193.0,1007.0,757.0,1008.0,0.277,0.347,0.425,0.991,Outfield,P
22,2730.0,9456.0,1859.0,2876.0,488.0,72.0,511.0,1860.0,1708.0,896.0,0.304,0.414,0.533,0.98,Outfield,N
10,650.0,1974.0,257.0,529.0,79.0,17.0,6.0,184.0,188.0,176.0,0.268,0.333,0.334,0.972,Outfield,P
13,1209.0,3649.0,338.0,929.0,163.0,21.0,14.0,378.0,326.0,181.0,0.255,0.318,0.322,0.982,Catcher,P
18,1392.0,4121.0,494.0,1162.0,232.0,30.0,86.0,503.0,245.0,704.0,0.282,0.328,0.415,0.979,Outfield,P
17,1852.0,6292.0,844.0,1796.0,264.0,62.0,213.0,976.0,561.0,477.0,0.285,0.351,0.449,0.984,Outfield,P
15,1326.0,3689.0,387.0,922.0,138.0,26.0,52.0,372.0,244.0,510.0,0.25,0.3,0.344,0.963,Shortstop,P
11,849.0,2465.0,269.0,622.0,98.0,7.0,90.0,326.0,330.0,494.0,0.252,0.346,0.407,0.991,Catcher,P
12,1327.0,4984.0,633.0,1306.0,180.0,74.0,20.0,471.0,333.0,,0.262,0.315,0.34,0.927,Shortstop,P
19,2466.0,9358.0,1272.0,2712.0,526.0,75.0,339.0,1493.0,683.0,1537.0,0.29,0.342,0.471,0.965,Outfield,P
15,1891.0,6792.0,850.0,1789.0,360.0,33.0,256.0,992.0,529.0,1359.0,0.263,0.321,0.439,0.941,Third_base,P
15,1716.0,6017.0,868.0,1613.0,279.0,77.0,42.0,577.0,715.0,659.0,0.268,0.35,0.361,0.969,Outfield,P
14,1650.0,5530.0,736.0,1340.0,216.0,55.0,41.0,490.0,523.0,787.0,0.242,0.311,0.324,0.962,Shortstop,P
12,536.0,1373.0,163.0,349.0,73.0,8.0,46.0,193.0,148.0,237.0,0.254,0.33,0.42,0.983,Catcher,P
17,2012.0,7233.0,1006.0,1876.0,256.0,75.0,48.0,739.0,814.0,609.0,0.259,0.336,0.335,0.949,Shortstop,P
16,1234.0,4121.0,532.0,1117.0,191.0,66.0,16.0,560.0,409.0,76.0,0.271,0.341,0.361,0.963,Catcher,P
12,1397.0,5097.0,606.0,1315.0,158.0,35.0,219.0,721.0,302.0,526.0,0.258,0.303,0.432,0.993,First_base,P
23,2777.0,9778.0,1272.0,2732.0,505.0,79.0,379.0,1652.0,925.0,1867.0,0.279,0.344,0.463,0.992,First_base,N
10,931.0,3131.0,313.0,771.0,108.0,22.0,22.0,241.0,245.0,369.0,0.246,0.303,0.316,0.958,Shortstop,P
17,1171.0,3604.0,329.0,933.0,175.0,35.0,30.0,409.0,301.0,221.0,0.259,0.319,0.352,0.978,Catcher,P
10,1270.0,4745.0,867.0,1455.0,226.0,50.0,17.0,404.0,662.0,218.0,0.307,0.394,0.386,0.964,Shortstop,P
10,471.0,1222.0,123.0,289.0,53.0,16.0,8.0,117.0,98.0,199.0,0.236,0.295,0.326,0.966,Second_base,P
13,1553.0,5390.0,653.0,1352.0,237.0,22.0,210.0,773.0,661.0,926.0,0.251,0.336,0.42,0.969,Shortstop,P
11,1183.0,3629.0,568.0,855.0,109.0,49.0,21.0,259.0,521.0,958.0,0.236,0.333,0.31,0.986,Outfield,P
16,1670.0,6555.0,1094.0,1671.0,231.0,119.0,94.0,1019.0,527.0,498.0,0.255,0.312,0.369,0.92,Second_base,P
11,633.0,1832.0,186.0,460.0,45.0,20.0,3.0,205.0,163.0,46.0,0.251,0.323,0.302,0.968,Catcher,P
11,726.0,2117.0,239.0,657.0,143.0,19.0,54.0,345.0,160.0,157.0,0.31,0.362,0.472,0.974,Catcher,P
11,761.0,1854.0,308.0,443.0,64.0,7.0,123.0,313.0,390.0,449.0,0.239,0.377,0.48,0.987,Designated_hitter,P
18,1904.0,6296.0,789.0,1700.0,276.0,72.0,84.0,729.0,594.0,551.0,0.27,0.335,0.377,0.981,Outfield,P
10,1062.0,3278.0,348.0,835.0,135.0,8.0,62.0,356.0,182.0,314.0,0.255,0.3,0.358,0.96,Third_base,P
11,712.0,1719.0,166.0,412.0,46.0,24.0,11.0,145.0,124.0,234.0,0.24,0.294,0.314,0.956,Shortstop,P
10,1038.0,4255.0,562.0,1130.0,214.0,98.0,17.0,298.0,178.0,215.0,0.266,0.299,0.374,0.971,First_base,P
18,1037.0,2877.0,298.0,743.0,166.0,26.0,26.0,298.0,314.0,382.0,0.258,0.334,0.361,0.97,Catcher,P
17,1734.0,5890.0,811.0,1604.0,256.0,52.0,104.0,591.0,524.0,583.0,0.272,0.334,0.386,0.99,Outfield,P
18,1747.0,5867.0,651.0,1705.0,305.0,41.0,102.0,766.0,368.0,541.0,0.291,0.336,0.409,0.981,Outfield,P
10,1163.0,4610.0,874.0,1212.0,170.0,56.0,21.0,391.0,525.0,135.0,0.263,0.345,0.338,0.897,Third_base,P
18,2469.0,9645.0,1366.0,2757.0,485.0,127.0,256.0,1170.0,574.0,1196.0,0.286,0.33,0.442,0.981,Outfield,P
15,1872.0,6914.0,974.0,1941.0,311.0,148.0,90.0,996.0,596.0,551.0,0.281,0.341,0.408,0.992,First_base,P
10,367.0,892.0,72.0,168.0,37.0,1.0,14.0,82.0,95.0,191.0,0.188,0.269,0.279,0.984,Catcher,P
10,596.0,1457.0,132.0,374.0,71.0,2.0,21.0,172.0,182.0,109.0,0.257,0.342,0.351,0.982,Catcher,P
11,682.0,1732.0,176.0,403.0,42.0,9.0,14.0,134.0,127.0,151.0,0.233,0.288,0.292,0.982,Second_base,P
17,1782.0,5539.0,765.0,1369.0,237.0,48.0,188.0,826.0,905.0,1025.0,0.247,0.357,0.409,0.982,Catcher,P
15,1204.0,4007.0,594.0,1064.0,194.0,28.0,210.0,699.0,331.0,813.0,0.266,0.325,0.485,0.97,Outfield,P
11,688.0,2540.0,353.0,689.0,116.0,26.0,22.0,327.0,173.0,219.0,0.271,0.32,0.363,0.975,Outfield,P
17,2042.0,6681.0,889.0,1776.0,270.0,11.0,339.0,1187.0,1001.0,1226.0,0.266,0.364,0.462,0.991,First_base,P
12,1627.0,6046.0,765.0,1716.0,290.0,49.0,126.0,658.0,279.0,247.0,0.284,0.317,0.411,0.994,First_base,P
11,647.0,2088.0,183.0,450.0,72.0,13.0,4.0,199.0,72.0,,0.216,0.248,0.268,0.965,Catcher,P
13,1836.0,6826.0,856.0,1996.0,392.0,117.0,43.0,968.0,513.0,360.0,0.292,0.345,0.403,0.96,Second_base,P
11,1296.0,4720.0,612.0,1252.0,232.0,46.0,61.0,541.0,624.0,639.0,0.265,0.353,0.373,0.973,Second_base,P
10,789.0,1883.0,204.0,471.0,85.0,9.0,14.0,146.0,104.0,185.0,0.25,0.293,0.327,0.952,Third_base,P
15,1531.0,4855.0,676.0,1361.0,226.0,56.0,62.0,435.0,505.0,507.0,0.28,0.351,0.388,0.993,Outfield,P
12,1097.0,4563.0,767.0,1217.0,177.0,60.0,13.0,310.0,284.0,170.0,0.267,0.314,0.34,0.869,Outfield,P
12,795.0,2399.0,316.0,677.0,100.0,36.0,7.0,272.0,247.0,97.0,0.282,0.355,0.363,0.991,Catcher,P
17,1768.0,6879.0,891.0,1797.0,228.0,70.0,29.0,794.0,364.0,214.0,0.261,0.302,0.327,0.946,Second_base,P
18,984.0,2266.0,193.0,544.0,100.0,7.0,43.0,247.0,177.0,435.0,0.24,0.3,0.347,0.982,Catcher,P
10,1081.0,4074.0,598.0,1267.0,205.0,50.0,42.0,533.0,310.0,141.0,0.311,0.362,0.417,0.967,Outfield,P
10,846.0,2405.0,254.0,619.0,107.0,12.0,30.0,235.0,245.0,180.0,0.257,0.329,0.349,0.983,Catcher,P
11,1465.0,5186.0,631.0,1302.0,245.0,39.0,155.0,722.0,528.0,1055.0,0.251,0.325,0.403,0.956,Third_base,P
12,1361.0,4979.0,945.0,1206.0,176.0,57.0,13.0,417.0,791.0,373.0,0.242,0.351,0.308,0.901,Outfield,P
13,1539.0,5494.0,562.0,1432.0,224.0,31.0,53.0,484.0,264.0,621.0,0.261,0.297,0.342,0.953,Shortstop,P
12,1138.0,3950.0,488.0,1016.0,145.0,40.0,27.0,322.0,372.0,505.0,0.257,0.323,0.335,0.953,Third_base,P
18,2202.0,8018.0,1239.0,2210.0,316.0,65.0,54.0,687.0,1243.0,675.0,0.276,0.375,0.351,0.98,Second_base,P
12,982.0,2877.0,272.0,682.0,105.0,24.0,7.0,272.0,340.0,251.0,0.237,0.32,0.298,0.973,Catcher,P
12,1080.0,3719.0,409.0,928.0,122.0,28.0,14.0,303.0,257.0,275.0,0.25,0.303,0.309,0.968,Second_base,P
10,1353.0,5188.0,604.0,1502.0,294.0,36.0,53.0,594.0,353.0,329.0,0.29,0.336,0.391,0.982,Second_base,P
16,2166.0,8058.0,1338.0,2170.0,330.0,80.0,126.0,885.0,1210.0,890.0,0.269,0.366,0.377,0.962,Shortstop,N
10,866.0,2020.0,248.0,512.0,73.0,17.0,52.0,245.0,158.0,270.0,0.253,0.314,0.384,0.992,First_base,P
11,997.0,3307.0,391.0,864.0,109.0,24.0,116.0,445.0,263.0,672.0,0.261,0.328,0.414,0.982,Outfield,P
10,1142.0,4684.0,898.0,1352.0,215.0,139.0,69.0,335.0,157.0,156.0,0.289,0.325,0.438,0.972,First_base,P
10,861.0,2662.0,473.0,786.0,155.0,41.0,58.0,368.0,343.0,369.0,0.295,0.38,0.45,0.979,Outfield,P
11,1344.0,4777.0,366.0,1243.0,243.0,12.0,68.0,548.0,184.0,518.0,0.26,0.293,0.359,0.97,Third_base,P
10,1154.0,4455.0,605.0,1226.0,140.0,38.0,7.0,329.0,356.0,404.0,0.275,0.329,0.328,0.981,Second_base,P
13,1023.0,2555.0,393.0,693.0,114.0,16.0,66.0,329.0,445.0,382.0,0.271,0.383,0.406,0.985,Outfield,P
13,1222.0,4495.0,672.0,1357.0,247.0,107.0,80.0,699.0,260.0,308.0,0.302,0.346,0.458,0.97,Outfield,P
15,1491.0,4466.0,480.0,1142.0,143.0,65.0,42.0,377.0,227.0,406.0,0.256,0.293,0.345,0.966,Shortstop,P
17,1309.0,3826.0,342.0,908.0,177.0,20.0,79.0,441.0,382.0,522.0,0.237,0.312,0.356,0.987,Catcher,P
20,2404.0,9269.0,1514.0,2987.0,498.0,184.0,34.0,1078.0,708.0,275.0,0.322,0.374,0.427,0.965,Outfield,N
10,1034.0,3740.0,620.0,1118.0,186.0,63.0,48.0,506.0,376.0,194.0,0.299,0.368,0.421,0.966,Outfield,P
16,2089.0,8225.0,1249.0,2452.0,373.0,79.0,382.0,1451.0,670.0,1423.0,0.298,0.356,0.502,0.98,Outfield,P
14,1331.0,5642.0,1120.0,1688.0,303.0,126.0,70.0,822.0,377.0,445.0,0.299,0.344,0.435,0.915,Second_base,P
11,1131.0,4451.0,676.0,1129.0,149.0,52.0,32.0,558.0,283.0,289.0,0.254,0.301,0.332,0.94,Second_base,P
12,1412.0,5386.0,643.0,1432.0,196.0,37.0,34.0,390.0,262.0,243.0,0.266,0.301,0.335,0.979,Second_base,P
10,760.0,2477.0,298.0,650.0,110.0,43.0,28.0,271.0,181.0,140.0,0.262,0.317,0.375,0.945,Third_base,P
13,1671.0,5919.0,708.0,1618.0,215.0,68.0,18.0,673.0,607.0,,0.273,0.348,0.342,0.957,Second_base,P
10,1171.0,3552.0,503.0,911.0,155.0,56.0,83.0,422.0,365.0,523.0,0.256,0.33,0.402,0.977,Outfield,P
15,1468.0,5629.0,785.0,1660.0,247.0,71.0,61.0,499.0,266.0,471.0,0.295,0.329,0.397,0.982,Outfield,P
13,1661.0,5816.0,877.0,1588.0,239.0,62.0,38.0,563.0,651.0,398.0,0.273,0.351,0.355,0.968,Shortstop,N
10,709.0,2017.0,194.0,483.0,77.0,7.0,49.0,208.0,128.0,361.0,0.239,0.288,0.357,0.983,Third_base,P
11,901.0,2737.0,342.0,731.0,126.0,28.0,78.0,328.0,256.0,428.0,0.267,0.335,0.419,0.982,Outfield,P
11,829.0,2385.0,283.0,578.0,93.0,10.0,115.0,368.0,317.0,546.0,0.242,0.334,0.434,0.994,First_base,P
10,597.0,1507.0,200.0,346.0,55.0,18.0,26.0,151.0,202.0,238.0,0.23,0.323,0.342,0.946,Outfield,P
23,2896.0,10654.0,1232.0,2848.0,482.0,68.0,268.0,1357.0,860.0,990.0,0.267,0.325,0.401,0.971,Third_base,N
21,2808.0,10006.0,1829.0,2943.0,528.0,72.0,586.0,1812.0,1420.0,1532.0,0.294,0.392,0.537,0.984,Outfield,N
10,1382.0,4877.0,947.0,1518.0,273.0,54.0,137.0,734.0,740.0,291.0,0.311,0.41,0.474,0.983,Second_base,N
17,1371.0,5075.0,637.0,1388.0,212.0,51.0,18.0,622.0,286.0,178.0,0.273,0.316,0.346,0.941,Catcher,P
13,1315.0,4282.0,546.0,1146.0,172.0,24.0,172.0,723.0,521.0,359.0,0.268,0.354,0.44,0.99,First_base,P
10,978.0,3428.0,697.0,825.0,148.0,44.0,15.0,219.0,664.0,180.0,0.241,0.375,0.323,0.887,Second_base,P
16,1472.0,4364.0,536.0,1127.0,229.0,29.0,166.0,641.0,263.0,820.0,0.258,0.303,0.438,0.979,Outfield,P
11,854.0,2521.0,268.0,628.0,112.0,23.0,45.0,245.0,290.0,507.0,0.249,0.331,0.365,0.956,Shortstop,P
17,2017.0,6611.0,612.0,1570.0,287.0,46.0,124.0,648.0,324.0,943.0,0.237,0.276,0.351,0.964,Third_base,P
